Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1.Thu nhập lãi và các khoản thu nhập tương tự,01,,"1,585,629","1,697,465","4,780,115","5,050,024"
2. Chi phí lãi và các chi phí tương tự,02,,"817,432","1,085,202","2,582,801","3,350,200"
I. Thu nhập lãi thuần,03,,"768,197","612,263","2,197,314","1,699,824"
3. Thu nhập từ hoạt động dịch vụ,04,,"131,854","118,878","383,861","275,818"
4. Chi phí hoạt động dịch vụ,05,,"62,822","46,422","176,159","136,392"
II. Lãi/lỗ thuần từ hoạt động dịch vụ,06,,"69,032","72,456","207,702","139,426"
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,07,,"32,351","107,643","463,510","342,323"
IV. Lãi /lỗ thuần từ mua bán chứng khoán kinh doanh,08,,"42,593",58,"194,662","5,009"
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,09,,"-43,139","88,046","-20,544","338,340"
5. Thu nhập từ hoạt động khác,10,,"29,334","33,880","188,969","100,018"
6. Chi phí hoạt động khác,11,,"22,298","30,129","47,078","48,314"
VI. Lãi/lỗ thuần từ hoạt động khác,12,,"7,036","3,751","141,891","51,704"
"VII. Thu nhập từ góp vốn, mua cổ phần",13,,"2,828","1,134","2,828","1,394"
VIII. Chi phí hoạt động,14,,"386,048","399,633","1,182,421","1,229,660"
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,15,,"492,850","485,718","2,004,942","1,348,360"
X. Chi phí dự phòng rủi ro tín dụng,16,,"84,955","135,042","405,630","402,773"
XI. Tổng lợi nhuận trước thuế,17,,"407,895","350,676","1,599,312","945,587"
7. Chi phí thuế TNDN hiện hành,18,,"81,642","69,025","320,113","192,557"
8. Chi phí thuế TNDN hoãn lại,19,,0,0,0,0
XII. Chi phí thuế TNDN,20,,"81,642","69,025","320,113","192,557"
XIII. Lợi nhuận sau thuế,21,,"326,253","281,651","1,279,199","753,030"
XIV. Lợi ích của cổ đông thiểu số,22,,0,0,0,0
XV. Lãi cơ bản trên cổ phiếu,23,,0,0,0,0
