Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"5,055,310,621,362","3,620,250,165,315",,
2. Các khoản giảm trừ doanh thu,02,,"12,939,440,298","4,109,942,655",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"5,042,371,181,064","3,616,140,222,660",,
4. Giá vốn hàng bán,11,,"4,376,304,034,263","3,298,510,974,850",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"666,067,146,801","317,629,247,810",,
6. Doanh thu hoạt động tài chính,21,,"93,060,241,597","19,077,567,533",,
7. Chi phí tài chính,22,,"145,056,419,871","85,978,741,656",,
- Trong đó: Chi phí lãi vay,23,,"116,225,161,152","69,000,188,420",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"121,659,527,273","65,299,716,317",,
10. Chi phí quản lý doanh nghiệp,26,,"66,182,482,801","56,183,800,245",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"426,228,958,453","129,244,557,125",,
12. Thu nhập khác,31,,"8,811,182,748","3,117,574,975",,
13. Chi phí khác,32,,"1,184,684,516","11,816,399",,
14. Lợi nhuận khác(40=31-32),40,,"7,626,498,232","3,105,758,576",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"433,855,456,685","132,350,315,701",,
16. Chi phí thuế TNDN hiện hành,51,,"46,549,326,721","21,934,089,240",,
17. Chi phí thuế TNDN hoãn lại,52,,"23,220,895,048","-296,552,798",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"364,085,234,916","110,712,779,259",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"345,736,511,830","85,851,384,186",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"18,348,723,086","24,861,395,073",,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
