Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"105,339,732,091","124,514,004,210","234,472,895,295","227,350,891,525"
2. Các khoản giảm trừ doanh thu,02,,"2,918,789,468","3,780,699,386","9,929,029,376","6,874,254,530"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"102,420,942,623","120,733,304,824","224,543,865,919","220,476,636,995"
4. Giá vốn hàng bán,11,,"66,135,030,378","78,128,578,705","147,414,623,098","141,229,384,558"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"36,285,912,245","42,604,726,119","77,129,242,821","79,247,252,437"
6. Doanh thu hoạt động tài chính,21,,"2,175,665,238","105,987,506","3,679,119,897","109,089,680"
7. Chi phí tài chính,22,,"5,157,142,315","4,490,617,403","9,891,431,156","8,406,736,002"
- Trong đó: Chi phí lãi vay,23,,"4,759,184,986","4,384,595,341","9,212,270,836","8,221,040,630"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"23,584,817,885","16,006,256,478","45,121,088,970","33,318,066,974"
10. Chi phí quản lý doanh nghiệp,26,,"15,636,373,740","12,644,111,861","25,764,394,810","22,997,961,079"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-5,916,756,457","9,569,727,883","31,447,782","14,633,578,062"
12. Thu nhập khác,31,,"13,915,241","13,890,993","20,392,428","21,728,466"
13. Chi phí khác,32,,"6,288","90,099","6,288","103,535"
14. Lợi nhuận khác(40=31-32),40,,"13,908,953","13,800,894","20,386,140","21,624,931"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-5,902,847,504","9,583,528,777","51,833,922","14,655,202,993"
16. Chi phí thuế TNDN hiện hành,51,,"1,587,738,179","1,680,914,314","3,390,732,380","2,684,569,566"
17. Chi phí thuế TNDN hoãn lại,52,,"-551,779,688","305,518,246","-1,079,599,032","272,313,206"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-6,938,805,995","7,597,096,217","-2,259,299,426","11,698,320,221"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
