Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"525,022,966,839","503,698,838,155",,
2. Các khoản giảm trừ doanh thu,02,,"198,390,911","26,000,000",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"524,824,575,928","503,672,838,155",,
4. Giá vốn hàng bán,11,,"302,847,357,352","292,391,937,136",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"221,977,218,576","211,280,901,019",,
6. Doanh thu hoạt động tài chính,21,,"2,482,049,888","3,534,911,237",,
7. Chi phí tài chính,22,,"5,678,703,415","12,318,917,885",,
- Trong đó: Chi phí lãi vay,23,,"5,588,067,523","8,761,792,631",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"39,834,662,707","32,675,951,819",,
10. Chi phí quản lý doanh nghiệp,26,,"49,356,300,961","47,403,603,010",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"129,589,601,381","122,417,339,542",,
12. Thu nhập khác,31,,"241,751,873","2,626,406,433",,
13. Chi phí khác,32,,"15,520,291","1,031,796,565",,
14. Lợi nhuận khác(40=31-32),40,,"226,231,582","1,594,609,868",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"129,815,832,963","124,011,949,410",,
16. Chi phí thuế TNDN hiện hành,51,,"17,255,047,079","17,822,754,087",,
17. Chi phí thuế TNDN hoãn lại,52,,"-534,290,282","-1,055,908,791",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"113,095,076,166","107,245,104,114",,
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
