Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"483,932,303","109,870,547,248","69,138,094,030","388,300,610,257"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"483,932,303","109,870,547,248","69,138,094,030","388,300,610,257"
4. Giá vốn hàng bán,11,,"270,324,871","99,090,859,481","66,419,648,308","354,189,887,635"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"213,607,432","10,779,687,767","2,718,445,722","34,110,722,622"
6. Doanh thu hoạt động tài chính,21,,"53,772,352","835,068,901","3,062,893,230","2,287,623,443"
7. Chi phí tài chính,22,,"101,157,203","2,004,855,806","5,215,487,602","4,473,260,133"
- Trong đó: Chi phí lãi vay,23,,"101,157,203","2,004,855,806","5,215,487,602","4,473,260,133"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"285,900,045","136,611,538","939,678,319","136,611,538"
10. Chi phí quản lý doanh nghiệp,26,,"3,819,646,410","5,147,178,650","12,687,614,562","17,390,327,926"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-3,939,323,874","4,326,110,674","-13,061,441,531","14,398,146,468"
12. Thu nhập khác,31,,0,0,"13,636,363,636",0
13. Chi phí khác,32,,"60,026,400","3,531,627","12,813,157,899","3,531,902"
14. Lợi nhuận khác(40=31-32),40,,"-60,026,400","-3,531,627","823,205,737","-3,531,902"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-3,999,350,274","4,322,579,047","-12,238,235,794","14,394,614,566"
16. Chi phí thuế TNDN hiện hành,51,,0,"1,294,230,621",0,"4,169,552,181"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-3,999,350,274","3,028,348,426","-12,238,235,794","10,225,062,385"
19. Lợi nhuận sau thuế công ty mẹ,61,,"-3,942,059,010","2,366,288,207","-11,923,311,816","7,521,341,746"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"-57,291,264","662,060,219","-314,923,978","2,703,720,639"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
