Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"2,284,373,757,361","1,573,567,523,917","2,284,373,757,361","1,573,567,523,917"
2. Các khoản giảm trừ doanh thu,02,,"756,449,265","1,220,192,091","756,449,265","1,220,192,091"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"2,283,617,308,096","1,572,347,331,826","2,283,617,308,096","1,572,347,331,826"
4. Giá vốn hàng bán,11,,"2,044,520,172,452","1,393,581,779,831","2,044,520,172,452","1,393,581,779,831"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"239,097,135,644","178,765,551,995","239,097,135,644","178,765,551,995"
6. Doanh thu hoạt động tài chính,21,,"45,537,795,466","36,043,002,254","45,537,795,466","36,043,002,254"
7. Chi phí tài chính,22,,"42,748,982,353","56,993,723,826","42,748,982,353","56,993,723,826"
- Trong đó: Chi phí lãi vay,23,,"37,769,042,726","50,524,146,818","37,769,042,726","50,524,146,818"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"3,919,288,485","191,019,839","3,919,288,485","191,019,839"
9. Chi phí bán hàng,25,,"102,440,067,463","58,328,519,747","102,440,067,463","58,328,519,747"
10. Chi phí quản lý doanh nghiệp,26,,"38,157,791,391","37,858,614,966","38,157,791,391","37,858,614,966"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"105,207,378,388","61,818,715,549","105,207,378,388","61,818,715,549"
12. Thu nhập khác,31,,"1,246,188,544","20,693,211,515","1,246,188,544","20,693,211,515"
13. Chi phí khác,32,,"398,070,888","8,601,383,322","398,070,888","8,601,383,322"
14. Lợi nhuận khác(40=31-32),40,,"848,117,656","12,091,828,193","848,117,656","12,091,828,193"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"106,055,496,044","73,910,543,742","106,055,496,044","73,910,543,742"
16. Chi phí thuế TNDN hiện hành,51,,"14,070,463,568","11,296,469,822","14,070,463,568","11,296,469,822"
17. Chi phí thuế TNDN hoãn lại,52,,"2,466,580,164","-44,342,055","2,466,580,164","-44,342,055"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"89,518,452,312","62,658,415,975","89,518,452,312","62,658,415,975"
19. Lợi nhuận sau thuế công ty mẹ,61,,"75,141,819,491","58,484,466,803","75,141,819,491","58,484,466,803"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"14,376,632,821","4,173,949,172","14,376,632,821","4,173,949,172"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
