Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"100,435,611,564","91,671,125,023","100,435,611,564","91,671,125,023"
2. Các khoản giảm trừ doanh thu,02,,"9,668,381,465","2,834,460,984","9,668,381,465","2,834,460,984"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"90,767,230,099","88,836,664,039","90,767,230,099","88,836,664,039"
4. Giá vốn hàng bán,11,,"64,570,850,329","68,889,521,284","64,570,850,329","68,889,521,284"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"26,196,379,770","19,947,142,755","26,196,379,770","19,947,142,755"
6. Doanh thu hoạt động tài chính,21,,"1,027,384,308","460,367,926","1,027,384,308","460,367,926"
7. Chi phí tài chính,22,,"3,368,693,069","4,963,517,790","3,368,693,069","4,963,517,790"
- Trong đó: Chi phí lãi vay,23,,"2,948,714,779","4,689,774,433","2,948,714,779","4,689,774,433"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"18,466,919,234","15,517,239,633","18,466,919,234","15,517,239,633"
10. Chi phí quản lý doanh nghiệp,26,,"11,397,274,846","10,621,518,828","11,397,274,846","10,621,518,828"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-6,009,123,071","-10,694,765,570","-6,009,123,071","-10,694,765,570"
12. Thu nhập khác,31,,"73,831,417","6,448,868","73,831,417","6,448,868"
13. Chi phí khác,32,,"4,605","16,081","4,605","16,081"
14. Lợi nhuận khác(40=31-32),40,,"73,826,812","6,432,787","73,826,812","6,432,787"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"-5,935,296,259","-10,688,332,783","-5,935,296,259","-10,688,332,783"
16. Chi phí thuế TNDN hiện hành,51,,"745,755,382","66,727,569","745,755,382","66,727,569"
17. Chi phí thuế TNDN hoãn lại,52,,"-120,605,901","-258,844,223","-120,605,901","-258,844,223"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"-6,560,445,740","-10,496,216,129","-6,560,445,740","-10,496,216,129"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
