Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"1,813,708,066,994","2,438,667,426,222","3,387,275,590,911","5,055,310,621,362"
2. Các khoản giảm trừ doanh thu,02,,"3,112,083,642","8,633,028,459","4,332,275,733","12,939,440,298"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"1,810,595,983,352","2,430,034,397,763","3,382,943,315,178","5,042,371,181,064"
4. Giá vốn hàng bán,11,,"1,627,230,324,269","2,138,619,937,880","3,020,812,104,100","4,376,304,034,263"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"183,365,659,083","291,414,459,883","362,131,211,078","666,067,146,801"
6. Doanh thu hoạt động tài chính,21,,"49,809,253,203","40,394,208,201","85,852,255,457","93,060,241,597"
7. Chi phí tài chính,22,,"66,895,670,460","82,288,903,731","123,889,394,286","145,056,419,871"
- Trong đó: Chi phí lãi vay,23,,"53,578,102,302","70,292,067,113","104,102,249,120","116,225,161,152"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"280,167,868",0,"471,187,707",0
9. Chi phí bán hàng,25,,"56,663,819,282","53,853,853,069","114,992,339,029","121,659,527,273"
10. Chi phí quản lý doanh nghiệp,26,,"34,233,723,263","34,954,472,795","72,092,338,229","66,182,482,801"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"75,661,867,149","160,711,438,489","137,480,582,698","426,228,958,453"
12. Thu nhập khác,31,,"-7,465,221,013","1,545,544,420","13,227,990,502","8,811,182,748"
13. Chi phí khác,32,,"-7,816,270,394","1,141,168,616","785,112,928","1,184,684,516"
14. Lợi nhuận khác(40=31-32),40,,"351,049,381","404,375,804","12,442,877,574","7,626,498,232"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"76,012,916,530","161,115,814,293","149,923,460,272","433,855,456,685"
16. Chi phí thuế TNDN hiện hành,51,,"1,796,665,761","10,749,983,616","13,093,135,583","46,549,326,721"
17. Chi phí thuế TNDN hoãn lại,52,,"13,670,181","9,905,581,615","-30,671,874","23,220,895,048"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"74,202,580,588","140,460,249,062","136,860,996,563","364,085,234,916"
19. Lợi nhuận sau thuế công ty mẹ,61,,"67,684,300,148","131,699,043,390","126,168,766,951","345,736,511,830"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"6,518,280,440","8,761,205,672","10,692,229,612","18,348,723,086"
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
