Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"111,881,902,529","128,491,210,528",,
2. Các khoản giảm trừ doanh thu,02,,"1,627,080,206","902,684,800",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"110,254,822,323","127,588,525,728",,
4. Giá vốn hàng bán,11,,"94,815,043,138","114,603,556,629",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"15,439,779,185","12,984,969,099",,
6. Doanh thu hoạt động tài chính,21,,"3,546,988,104","1,604,612,317",,
7. Chi phí tài chính,22,,"13,226,771","-807,988,637",,
- Trong đó: Chi phí lãi vay,23,,0,0,,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"5,889,068,882","8,916,517,337",,
10. Chi phí quản lý doanh nghiệp,26,,"5,459,314,071","4,893,988,180",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"7,625,157,565","1,587,064,536",,
12. Thu nhập khác,31,,"64,551,852","40,000,000",,
13. Chi phí khác,32,,0,"3,136,107",,
14. Lợi nhuận khác(40=31-32),40,,"64,551,852","36,863,893",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"7,689,709,417","1,623,928,429",,
16. Chi phí thuế TNDN hiện hành,51,,"1,043,017,331","295,035,092",,
17. Chi phí thuế TNDN hoãn lại,52,,"-15,851,331","-20,769,214",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"6,662,543,417","1,349,662,551",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,597,117,,
22. Lãi suy giảm trên cổ phiếu (*),71,,597,117,,
