Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"74,475,065,054","87,390,041,427",,
2. Các khoản giảm trừ doanh thu,02,,0,0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"74,475,065,054","87,390,041,427",,
4. Giá vốn hàng bán,11,,"61,263,976,362","73,087,680,943",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"13,211,088,692","14,302,360,484",,
6. Doanh thu hoạt động tài chính,21,,"222,050,140","68,793,082",,
7. Chi phí tài chính,22,,"664,665,115","1,161,123,793",,
- Trong đó: Chi phí lãi vay,23,,"664,665,115","1,161,123,793",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"329,183,493","320,188,672",,
10. Chi phí quản lý doanh nghiệp,26,,"5,279,099,575","4,998,075,609",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"7,160,190,649","7,891,765,492",,
12. Thu nhập khác,31,,0,"70,352,069",,
13. Chi phí khác,32,,0,"15,260,843",,
14. Lợi nhuận khác(40=31-32),40,,0,"55,091,226",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"7,160,190,649","7,946,856,718",,
16. Chi phí thuế TNDN hiện hành,51,,"1,583,248,349","1,212,886,646",,
17. Chi phí thuế TNDN hoãn lại,52,,"11,871,104","41,033,075",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"5,565,071,196","6,692,936,997",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,440,529,,
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,,
