Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"42,397,395,390","61,360,236,258","212,007,837,549","134,110,305,244"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"42,397,395,390","61,360,236,258","212,007,837,549","134,110,305,244"
4. Giá vốn hàng bán,11,,"38,388,950,224","53,562,494,844","184,746,905,066","126,638,446,298"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"4,008,445,166","7,797,741,414","27,260,932,483","7,471,858,946"
6. Doanh thu hoạt động tài chính,21,,"2,665,671,470","551,517,473","5,286,375,086","4,419,482,077"
7. Chi phí tài chính,22,,"152,249,575","9,073,823","225,882,888","207,910,426"
- Trong đó: Chi phí lãi vay,23,,0,0,0,"99,939,316"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"1,141,703,188","1,591,384,078","12,763,496,085","6,242,311,631"
10. Chi phí quản lý doanh nghiệp,26,,"1,888,488,957","2,478,185,686","7,558,596,102","6,424,610,723"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"3,491,674,916","4,270,615,300","11,999,332,494","-983,491,757"
12. Thu nhập khác,31,,"415,027,050","2,570,377,690","5,943,804,823","5,017,550,308"
13. Chi phí khác,32,,0,"2,548,116,503","67,270,500","3,806,478,197"
14. Lợi nhuận khác(40=31-32),40,,"415,027,050","22,261,187","5,876,534,323","1,211,072,111"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"3,906,701,966","4,292,876,487","17,875,866,817","227,580,354"
16. Chi phí thuế TNDN hiện hành,51,,"593,960,209",0,"919,247,332",0
17. Chi phí thuế TNDN hoãn lại,52,,"-19,760,080","-5,309,039","56,863,151","2,070,343"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"3,332,501,837","4,298,185,526","16,899,756,334","225,510,011"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,287,411,"1,455",22
22. Lãi suy giảm trên cổ phiếu (*),71,,287,411,"1,455",22
