Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"49,102,898,446","78,542,005,373","234,632,061,024","316,748,960,872"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"49,102,898,446","78,542,005,373","234,632,061,024","316,748,960,872"
4. Giá vốn hàng bán,11,,"35,437,953,767","38,490,550,251","135,968,904,735","143,717,963,500"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"13,664,944,679","40,051,455,122","98,663,156,289","173,030,997,372"
6. Doanh thu hoạt động tài chính,21,,"94,961,379","564,407,484","713,994,113","826,240,986"
7. Chi phí tài chính,22,,"7,702,451,633","9,236,408,503","32,754,530,841","42,085,517,254"
- Trong đó: Chi phí lãi vay,23,,"7,702,451,633","9,236,402,436","32,204,502,093","39,284,590,636"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,0,0,0,0
10. Chi phí quản lý doanh nghiệp,26,,"1,558,586,353","2,068,756,413","6,436,306,407","8,112,974,400"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"4,498,868,072","29,310,697,690","60,186,313,154","123,658,746,704"
12. Thu nhập khác,31,,"957,491,000","22,727,272","3,657,491,000","22,727,272"
13. Chi phí khác,32,,0,0,"2,052,621,861","4,317,856"
14. Lợi nhuận khác(40=31-32),40,,"957,491,000","22,727,272","1,604,869,139","18,409,416"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"5,456,359,072","29,333,424,962","61,791,182,293","123,677,156,120"
16. Chi phí thuế TNDN hiện hành,51,,"564,034,637","1,743,835,069","3,846,184,302","6,447,967,232"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"4,892,324,435","27,589,589,893","57,944,997,991","117,229,188,888"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,125,707,"1,486","3,006"
22. Lãi suy giảm trên cổ phiếu (*),71,,125,707,"1,486","3,006"
