Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"50,350,647,611","50,898,454,481","147,710,008,880","170,485,965,728"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"50,350,647,611","50,898,454,481","147,710,008,880","170,485,965,728"
4. Giá vốn hàng bán,11,,"43,944,702,953","43,290,085,234","127,864,169,217","146,020,202,409"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"6,405,944,658","7,608,369,247","19,845,839,663","24,465,763,319"
6. Doanh thu hoạt động tài chính,21,,"100,076,549","133,056,903","379,777,436","248,973,031"
7. Chi phí tài chính,22,,"71,549,119","404,035,844","979,813,645","1,964,896,153"
- Trong đó: Chi phí lãi vay,23,,"71,549,119","404,035,844","979,813,645","1,964,896,153"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"2,213,457,324","1,834,578,306","2,748,646,292","2,416,994,740"
10. Chi phí quản lý doanh nghiệp,26,,"2,473,138,071","3,953,936,927","9,883,918,642","11,645,838,435"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"1,747,876,693","1,548,875,073","6,613,238,520","8,687,007,022"
12. Thu nhập khác,31,,"36,363,636","31,508,458","36,363,636","116,056,105"
13. Chi phí khác,32,,0,"41,546,829",0,"56,807,672"
14. Lợi nhuận khác(40=31-32),40,,"36,363,636","-10,038,371","36,363,636","59,248,433"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"1,784,240,329","1,538,836,702","6,649,602,156","8,746,255,455"
16. Chi phí thuế TNDN hiện hành,51,,"604,402,317","480,033,406","1,822,163,739","1,611,411,119"
17. Chi phí thuế TNDN hoãn lại,52,,"-66,270,556","53,640,465","-72,532,604","148,314,006"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"1,246,108,568","1,005,162,831","4,899,971,021","6,986,530,330"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
